Horodatage;Temperature;Densité;Viscosité_dynamique;Humidite;Ecart_de_viscosité;4_µm;5_µm;6_µm;10_µm;12_µm;14_µm;20_µm;21_µm;25_µm;30_µm;38_µm;50_µm;60_µm;70_µm;100_µm;200_µm;Total_de_particules
12:06;28.32368279;865.3060913;27.1663561;0.197845459;5.306091309;27847;12249;3444;2307;1667;869;818;660;485;333;333;213;168;73;7;0;51473
12:07;28.33366203;865.5630493;27.20587165;0.197479248;5.563049316;27398;12498;3804;2633;1961;1042;962;761;578;396;396;262;211;92;7;1;53001
12:08;28.33097649;865.9484863;27.03119698;0.197601318;5.948486328;26738;12386;3035;1776;1076;398;361;246;167;96;96;55;44;26;4;1;46504
12:09;28.34082794;864.7921753;27.26620203;0.19744873;4.792175293;28292;12901;3992;2722;2033;1180;1114;920;696;488;488;302;229;97;3;1;55457
12:10;28.34402657;865.6915283;27.39792923;0.197540283;5.69152832;21485;9340;2233;1388;885;269;228;143;95;50;50;21;12;5;2;0;36206
12:11;28.33417511;865.5630493;27.06270828;0.197814941;5.563049316;28132;12131;3394;2268;1675;831;754;587;462;298;298;170;115;42;5;0;51162
12:12;28.33622169;865.0491333;27.20942558;0.198822021;5.049133301;27471;12323;3881;2725;2034;1116;1023;817;643;455;455;290;213;83;0;1;53529
12:13;28.33839607;865.6915283;27.31880243;0.196807861;5.69152832;26173;10284;2390;1473;972;326;281;182;118;63;63;35;27;6;0;0;42393
12:14;28.33903694;865.8200073;27.30454295;0.197998047;5.820007324;30246;14237;4240;2883;2064;1036;943;742;544;355;355;218;159;75;7;0;58104
12:15;28.3325119;865.3060913;26.97450505;0.198516846;5.306091309;22011;8932;2149;1394;919;347;301;194;116;50;50;28;20;6;2;1;36519
12:16;28.34760857;865.6915283;27.15130802;0.197784424;5.69152832;26841;11192;3126;2124;1551;751;695;550;411;260;260;153;114;52;3;0;48083
12:17;28.34965515;865.0491333;27.3610428;0.197723389;5.049133301;27029;11974;3394;2311;1707;852;762;616;456;303;303;188;142;63;2;1;50102
12:18;28.34440994;865.0491333;27.1800526;0.198181152;5.049133301;26850;11759;3371;2341;1735;876;817;652;482;336;336;199;149;66;3;2;49972
12:19;28.35247231;864.9206543;27.18610573;0.198364258;4.920654297;27364;11762;3472;2366;1718;910;841;668;509;339;339;188;140;59;1;0;50676
12:20;28.34364319;865.8200073;26.99951245;0.198608398;5.820007324;25925;10731;2781;1815;1234;512;456;328;231;141;141;74;58;27;4;0;44458
12:21;28.3417244;865.4345703;27.28923177;0.198669434;5.434570313;25399;10519;2566;1684;1134;470;424;306;209;119;119;58;42;19;3;0;43071
12:22;28.34018898;865.9484863;27.38097962;0.198822021;5.948486328;31632;15517;4680;3234;2305;1144;1043;836;611;406;406;242;184;78;4;0;62322
12:23;28.34837532;865.4345703;27.50571747;0.198822021;5.434570313;24845;10639;2687;1611;1038;332;284;170;113;52;52;27;23;7;3;0;41883
12:24;28.34300232;865.8200073;26.97767294;0.198791504;5.820007324;27178;12233;3636;2502;1887;1036;962;762;615;412;412;245;196;78;5;0;52159
12:25;28.33826828;864.9206543;27.25515864;0.198913574;4.920654297;31753;14916;4079;2515;1643;630;557;426;296;183;183;110;76;43;1;0;57411
12:26;28.34952736;865.4345703;27.31775027;0.199493408;5.434570313;32279;16032;5078;3491;2613;1444;1364;1120;879;635;635;381;261;99;4;0;66315
12:27;28.33750153;865.4345703;27.03266381;0.199981689;5.434570313;25196;11001;3189;2159;1526;754;692;539;403;253;253;160;116;62;7;0;46310
12:28;28.33596611;865.0491333;27.42550056;0.199432373;5.049133301;26235;11495;3341;2324;1680;872;804;630;468;298;298;176;129;66;1;1;48817
12:29;28.33455849;865.0491333;27.39971248;0.199249268;5.049133301;23163;10460;3551;2605;2045;1251;1173;972;777;534;534;348;240;124;2;0;47779
12:30;28.33404732;865.0491333;27.2365245;0.199798584;5.049133301;23093;9139;2281;1440;1001;400;363;256;173;92;92;51;40;23;1;0;38445
12:31;28.33008003;865.1776123;27.42608823;0.198669434;5.177612305;25383;10616;2823;1876;1332;621;570;430;322;213;213;110;82;39;4;0;44634
12:32;28.33711624;865.4345703;27.35101338;0.199462891;5.434570313;23544;9747;2323;1473;994;400;357;229;143;84;84;44;32;6;2;1;39462
12:33;28.33583832;865.6915283;27.36497601;0.199676514;5.69152832;27044;11459;3441;2393;1796;980;908;743;568;382;382;221;159;63;6;0;50545
12:34;28.34556198;865.1776123;27.108334;0.199371338;5.177612305;25813;11136;3120;2175;1571;839;772;603;479;329;329;206;148;69;3;1;47592
12:35;28.34748077;865.0491333;27.33737929;0.199523926;5.049133301;26503;11784;3069;1968;1348;566;516;369;245;151;151;86;60;29;2;0;46847
12:36;28.34108353;865.9484863;27.3016498;0.200653076;5.948486328;25530;11536;3460;2436;1828;1021;962;770;600;404;404;259;193;103;3;0;49509
12:37;28.33890915;865.4345703;27.0235131;0.199798584;5.434570313;21112;8635;1987;1239;789;267;225;151;86;36;36;16;15;5;5;0;34604
12:38;28.34658432;865.5630493;27.26783091;0.199584961;5.563049316;28136;12716;3966;2776;2072;1197;1120;890;684;468;468;271;197;92;0;0;55053
12:39;28.35195923;865.5630493;26.9686575;0.200836182;5.563049316;24585;9792;2652;1744;1278;636;596;461;348;234;234;152;108;47;4;0;42871
12:40;28.35183144;865.3060913;27.38038241;0.20010376;5.306091309;25536;11100;2968;1956;1402;635;570;430;268;177;177;109;86;43;4;1;45461
12:41;28.34492302;865.3060913;27.20718132;0.200256348;5.306091309;24308;9654;2128;1284;850;270;227;142;80;39;39;13;11;2;6;0;39053
12:42;28.35579872;866.0769653;27.06649783;0.199798584;6.076965332;27337;12598;3721;2585;1897;1001;926;727;548;356;356;224;161;80;3;1;52520
12:43;28.36424065;865.0491333;27.20850403;0.200378418;5.049133301;22446;9462;2489;1612;1108;443;396;273;183;105;105;55;45;27;7;0;38756
12:44;28.36910248;865.1776123;27.28612535;0.2003479;5.177612305;22907;9494;2904;1997;1518;811;753;617;477;333;333;207;154;71;3;0;42579
12:45;28.37895393;865.4345703;27.12839562;0.199981689;5.434570313;23668;10232;3223;2303;1754;964;905;742;576;411;411;264;186;75;4;0;45718
12:46;28.3669281;865.6915283;27.3376808;0.200378418;5.69152832;22604;9083;2699;1863;1396;785;730;580;446;309;309;165;126;58;5;1;41158
12:47;28.38266373;864.7921753;27.39215898;0.200195313;4.792175293;25128;11020;3582;2574;1986;1164;1094;928;732;514;514;321;244;99;5;0;49905
12:48;28.37460518;865.4345703;27.13617729;0.200012207;5.434570313;21947;8756;2141;1362;934;368;321;227;141;88;88;54;38;15;3;1;36483
12:49;28.39110756;864.9206543;27.26364508;0.201049805;4.920654297;18797;7150;1631;1007;649;213;180;117;64;31;31;14;12;4;4;0;29904
12:50;28.3848381;866.2054443;27.10350719;0.200836182;6.205444336;23838;10113;3097;2113;1575;877;804;665;486;317;317;185;135;45;0;1;44567
12:51;28.38650322;865.8200073;26.98630886;0.20111084;5.820007324;24943;9920;2832;1989;1488;840;774;646;487;337;337;195;147;64;2;0;45001
12:52;28.3958416;865.5630493;27.22362359;0.202545166;5.563049316;23094;9565;2999;2214;1733;1055;994;834;664;484;484;309;221;83;1;0;44734
12:53;28.39929771;865.6915283;26.96294244;0.202941895;5.69152832;16631;7358;1844;1185;787;288;251;173;117;66;66;35;31;13;2;0;28847
12:54;28.39353943;865.8200073;27.08587609;0.203521729;5.820007324;23553;9669;2910;2119;1607;891;828;685;567;394;394;237;165;72;2;0;44093
12:55;28.42385864;864.9206543;27.36008773;0.203399658;4.920654297;24214;10131;2706;1812;1322;636;583;455;339;201;201;122;97;47;4;0;42870
12:56;28.4174633;865.3060913;26.93993365;0.203979492;5.306091309;18678;8053;1979;1252;825;264;229;160;85;33;33;17;14;6;0;0;31628
12:57;28.43243027;864.9206543;27.15631202;0.204406738;4.920654297;25162;10785;2799;1795;1263;539;486;370;263;162;162;89;65;37;1;0;43978
12:58;28.42206764;865.4345703;27.39877137;0.204833984;5.434570313;31150;14580;3879;2455;1602;544;485;325;211;127;127;63;40;16;2;0;55606
12:59;28.41938019;865.5630493;27.27792552;0.204315186;5.563049316;27001;12249;3855;2715;2025;1126;1046;826;647;438;438;262;207;96;2;0;52933
13:00;28.41899872;864.4067383;27.35062782;0.205230713;4.406738281;27260;12067;3556;2465;1842;965;897;711;554;400;400;227;166;73;3;0;51586
13:01;28.4174633;864.9206543;27.33837673;0.204620361;4.920654297;29287;14392;5101;3792;2962;1778;1672;1419;1128;745;745;452;308;149;0;2;63930
13:02;28.42015076;865.0491333;27.15376322;0.206329346;5.049133301;24081;10145;2857;1959;1425;728;675;522;401;274;274;175;135;59;27;0;43737
13:03;28.41823006;865.0491333;27.14995411;0.205871582;5.049133301;21541;8645;1929;1189;771;276;238;147;87;39;39;18;12;4;16;4;34951
13:04;28.42961502;866.0769653;27.07650233;0.206207275;6.076965332;26995;11784;2679;1637;1058;394;340;250;164;104;104;65;53;34;4;2;45665
13:05;28.42590523;865.4345703;26.96642443;0.205841064;5.434570313;26126;11076;3019;1964;1407;676;623;465;354;220;220;125;99;44;4;2;46422
13:06;28.43626785;865.3060913;27.25720569;0.205230713;5.306091309;27636;12788;3705;2528;1815;933;876;686;520;350;350;210;157;72;2;0;52628
13:07;28.42910385;865.1776123;26.96329821;0.205993652;5.177612305;26100;11690;3627;2575;1955;1082;1020;825;644;441;441;270;200;81;1;1;50952
13:08;28.43383789;866.0769653;26.39548387;0.205566406;6.076965332;28747;13331;3521;2229;1486;615;566;431;300;198;198;127;95;40;1;0;51885
13:09;28.4353714;864.9206543;27.15593926;0.205566406;4.920654297;26142;10985;2768;1736;1213;442;388;267;174;88;88;44;36;20;1;1;44392
13:10;28.43460464;865.0491333;27.33314736;0.20614624;5.049133301;25475;10592;2576;1651;1089;386;342;226;143;73;73;33;26;11;0;1;42696
13:11;28.43422127;865.0491333;27.02000528;0.205993652;5.049133301;25798;11306;3386;2327;1727;893;821;640;486;348;348;212;155;72;6;0;48525
13:12;28.43857002;865.3060913;27.29090885;0.205718994;5.306091309;37036;19073;5736;3852;2748;1313;1200;942;734;485;485;280;200;82;2;0;74168
13:13;28.45315552;865.8200073;27.18592877;0.205688477;5.820007324;27454;14156;4789;3426;2635;1439;1342;1095;826;557;557;324;261;127;4;1;58992
13:14;28.45392227;864.7921753;27.0149929;0.206451416;4.792175293;23437;10196;2512;1578;1042;340;291;188;125;58;58;32;29;10;2;1;39898
13:15;28.45097923;865.3060913;26.95142571;0.206604004;5.306091309;20161;8600;2064;1270;850;302;255;163;88;30;30;14;8;3;6;0;33844
13:16;28.45584106;865.8200073;26.58485691;0.206542969;5.820007324;24507;10774;2695;1697;1097;355;298;195;116;67;67;40;36;27;1;1;41972
13:17;28.46159554;865.6915283;26.8390323;0.206207275;5.69152832;28132;12949;3838;2624;1906;926;850;644;477;294;294;164;113;64;3;0;53278
13:18;28.45622444;864.7921753;27.12884964;0.206207275;4.792175293;29300;13764;3494;2222;1500;549;486;345;239;140;140;83;64;27;11;0;52364
13:19;28.45750427;864.6636963;27.38237707;0.206420898;4.663696289;26272;11979;3611;2564;1906;990;921;738;584;407;407;262;200;101;4;2;50946
13:20;28.46620178;865.8200073;26.9291799;0.206390381;5.820007324;23194;9702;2286;1402;894;314;266;173;102;54;54;18;15;0;1;0;38475
13:21;28.47003937;865.5630493;26.68373124;0.206573486;5.563049316;24268;10319;2509;1509;968;282;245;151;91;39;39;14;7;3;5;0;40449
13:22;28.46389961;865.3060913;26.96235944;0.205963135;5.306091309;26830;12505;3369;2225;1538;691;636;510;371;246;246;155;120;58;3;1;49503
13:23;28.46198082;865.1776123;26.90836578;0.205688477;5.177612305;29280;13804;3748;2526;1756;795;718;544;421;280;280;155;110;56;2;0;54475
13:24;28.46543503;865.3060913;27.12798072;0.206207275;5.306091309;31105;15036;4033;2573;1816;860;809;617;460;302;302;174;132;59;1;0;58279
13:25;28.46466827;865.3060913;27.39226399;0.206817627;5.306091309;31835;15865;4398;2852;2016;999;919;742;545;357;357;207;146;78;1;0;61317
13:26;28.46940041;865.4345703;27.03297813;0.205810547;5.434570313;34549;17148;4630;3037;2103;1030;953;748;581;347;347;201;143;68;0;0;65885
13:27;28.46466827;865.4345703;26.90095338;0.206695557;5.434570313;30341;14163;3695;2414;1659;705;641;483;342;223;223;152;114;42;2;0;55199
13:28;28.46185303;864.9206543;27.41729259;0.20602417;4.920654297;29884;13992;3549;2199;1487;534;473;335;224;132;132;73;52;24;3;0;53093
13:29;28.46569061;864.9206543;27.01506717;0.206207275;4.920654297;34104;17272;5068;3317;2293;981;881;654;457;292;292;161;126;60;3;1;65961
13:30;28.46108437;865.4345703;27.165276;0.206298828;5.434570313;27255;12407;3374;2162;1452;600;523;377;268;153;153;83;69;24;4;1;48904
13:31;28.45302773;864.9206543;27.12374553;0.20715332;4.920654297;30818;15056;4465;3020;2158;1027;937;717;547;369;369;219;158;63;5;0;59928
13:32;28.46313286;865.3060913;26.99846844;0.206665039;5.306091309;34909;17797;4698;2969;2018;792;704;502;349;208;208;123;94;46;3;0;65420
13:33;28.46031761;864.6636963;27.07813168;0.206512451;4.663696289;25874;12297;3145;1890;1174;381;325;213;124;59;59;29;20;11;5;2;45606
13:34;28.4552021;865.0491333;27.10611559;0.206634521;5.049133301;34992;18498;6748;4906;3755;2084;1952;1610;1279;865;865;502;355;160;0;2;78571
13:35;28.47656441;865.1776123;26.66941821;0.20703125;5.177612305;31523;14487;3908;2501;1755;727;653;470;325;219;219;121;89;35;3;0;57035
13:36;28.46351624;866.0769653;26.77235729;0.207366943;6.076965332;26029;11373;2967;1882;1276;506;445;305;208;124;124;79;63;35;0;1;45416
13:37;28.47119141;865.3060913;27.04864787;0.206787109;5.306091309;28080;13319;3675;2404;1695;735;677;522;350;243;243;140;110;50;2;0;52245
13:38;28.47349358;864.5352173;27.32128883;0.206817627;4.535217285;23372;10192;2416;1505;972;336;283;167;98;46;46;25;18;4;0;0;39480
13:39;28.47937775;865.4345703;26.79417189;0.207641602;5.434570313;30446;14785;4051;2625;1838;800;724;567;401;251;251;153;116;47;3;0;57058
13:40;28.48500633;864.6636963;27.07030461;0.207885742;4.663696289;26169;11371;3166;2078;1455;662;603;456;330;210;210;127;87;33;1;0;46958
13:41;28.49396133;865.5630493;26.84112452;0.206848145;5.563049316;29191;14541;4724;3401;2630;1487;1402;1164;915;625;625;365;278;116;2;0;61466
13:42;28.49255371;865.1776123;26.96272568;0.206939697;5.177612305;27402;13246;4449;3170;2438;1401;1311;1089;846;587;587;363;258;113;2;1;57262
13:43;28.48027229;865.8200073;26.84536227;0.207275391;5.820007324;25486;10660;2471;1547;957;323;281;166;96;41;41;19;15;5;0;1;42108
13:44;28.48986816;865.0491333;27.06454601;0.207092285;5.049133301;26690;11826;2984;1809;1193;443;389;263;161;98;98;58;42;24;1;0;46079
13:45;28.49562454;865.3060913;26.47217829;0.208343506;5.306091309;23746;10086;2368;1474;930;289;248;157;108;50;50;30;25;17;11;1;39589
13:46;28.48116875;864.6636963;27.03828155;0.208007813;4.663696289;28884;12145;2193;1272;817;263;229;135;75;31;31;14;10;0;6;2;46105
13:47;28.48590088;865.1776123;26.91320726;0.208404541;5.177612305;33161;15829;3874;2605;1934;1043;948;757;585;409;409;258;194;71;2;0;62079
13:48;28.49306488;865.5630493;27.02740743;0.208679199;5.563049316;29255;13509;3903;2677;1978;1100;1034;822;634;435;435;237;171;99;1;0;56290
13:49;28.49677467;865.3060913;26.98026085;0.208343506;5.306091309;26697;12572;3939;2808;2149;1267;1186;949;726;489;489;300;224;117;0;0;53912
13:50;28.48167992;865.3060913;26.83128719;0.207977295;5.306091309;20532;8188;1976;1302;874;326;292;193;117;66;66;39;31;17;0;0;34019
13:51;28.50214767;866.5908813;26.41226398;0.207733154;6.590881348;21970;8347;1950;1147;742;228;201;130;77;30;30;8;6;0;2;0;34868
13:52;28.5034256;865.4345703;26.96661511;0.208251953;5.434570313;23888;10364;3272;2277;1723;992;931;776;602;408;408;247;204;88;4;0;46184
13:53;28.51212502;865.4345703;26.94065776;0.20904541;5.434570313;24645;10477;3155;2214;1720;995;930;760;586;397;397;245;186;72;6;1;46785
13:54;28.52632332;865.3060913;26.91724664;0.2081604;5.306091309;25949;11230;3576;2639;2056;1241;1175;978;748;532;532;307;197;76;1;1;51237
13:55;28.52133369;864.5352173;27.3207;0.20904541;4.535217285;22086;8568;2174;1451;1023;478;430;332;223;127;127;67;47;23;0;1;37156
13:56;28.52926445;865.0491333;27.22446481;0.208862305;5.049133301;23330;8574;1841;1142;788;319;293;213;142;79;79;47;39;22;5;0;36913
13:57;28.53079987;865.5630493;26.89307835;0.208404541;5.563049316;24009;9062;2515;1754;1356;750;714;592;454;308;308;177;120;53;7;2;42179
13:58;28.53258896;865.0491333;26.85718611;0.208953857;5.049133301;25123;9693;2633;1839;1401;769;722;597;467;330;330;206;153;61;6;0;44330
13:59;28.53220558;864.9206543;26.89669561;0.208770752;4.920654297;29776;13045;3236;1986;1304;542;498;382;279;183;183;112;85;26;5;0;51642
14:00;28.54218292;865.1776123;27.05756295;0.209075928;5.177612305;25957;10238;2741;1847;1361;736;689;542;416;276;276;148;105;59;11;0;45402
14:01;28.5284977;864.6636963;27.08115964;0.20916748;4.663696289;19511;7078;1579;965;612;263;234;164;106;49;49;21;17;4;4;0;30656
14:02;28.52990341;865.4345703;26.90530429;0.209350586;5.434570313;23760;8678;2121;1390;1016;507;462;375;283;159;159;85;64;31;1;3;39091
14:03;28.52964973;865.3060913;26.91450808;0.209533691;5.306091309;23336;9319;2569;1779;1338;758;699;549;420;293;293;183;129;63;1;0;41729
14:04;28.533741;865.3060913;26.8739243;0.209320068;5.306091309;26482;10902;3280;2381;1808;1067;1023;862;682;443;443;243;178;72;5;0;49871
14:05;28.52082253;865.0491333;27.33286796;0.208984375;5.049133301;24066;9793;2627;1750;1232;647;594;479;349;255;255;181;146;74;4;0;42452
14:06;28.52952003;865.0491333;27.04287088;0.209411621;5.049133301;24713;9809;2241;1392;901;302;265;168;95;46;46;18;13;4;8;0;40021
14:07;28.53770638;865.4345703;26.97877982;0.208892822;5.434570313;28187;11806;3309;2293;1706;933;870;705;545;380;380;240;173;73;2;0;51602
14:08;28.53220558;865.4345703;26.94678376;0.209320068;5.434570313;41116;22314;5552;3274;2144;965;891;722;551;374;374;235;186;75;5;0;78778
14:09;28.52952003;864.9206543;27.24847966;0.209747314;4.920654297;27494;12214;3367;2251;1636;897;845;692;536;370;370;222;161;74;2;1;51131
14:10;28.52453232;865.3060913;26.93108097;0.209594727;5.306091309;27227;11729;3527;2467;1844;1044;979;780;611;401;401;220;165;75;1;1;51471
14:11;28.52760124;864.5352173;27.07060263;0.209228516;4.535217285;20549;8428;2222;1499;1072;494;445;340;248;153;153;87;60;32;2;0;35784
14:12;28.52683449;865.6915283;26.95285389;0.210174561;5.69152832;24837;9520;2076;1295;844;311;279;190;130;69;69;40;31;16;3;0;39710
14:13;28.52888107;865.4345703;26.93390404;0.210235596;5.434570313;22986;8485;1880;1148;758;276;241;165;88;41;41;18;14;3;3;0;36147
14:14;28.52197456;865.4345703;26.93133708;0.209442139;5.434570313;26210;9902;2599;1725;1246;593;539;420;299;214;214;115;85;35;1;0;44197
14:15;28.53502083;865.1776123;26.88678517;0.209869385;5.177612305;33556;15682;3605;2398;1724;873;809;643;503;358;358;216;168;64;0;1;60957
14:16;28.5249157;865.3060913;27.31810254;0.209655762;5.306091309;27073;10276;2023;1209;775;315;276;191;132;69;69;43;32;7;2;0;42492
14:17;28.52274132;865.1776123;26.83356544;0.210296631;5.177612305;25594;10375;2809;1982;1471;784;730;576;445;298;298;190;136;60;5;0;45753
14:18;28.52376366;865.4345703;27.23975014;0.210540771;5.434570313;20189;7758;1892;1239;894;436;402;313;227;158;158;96;79;40;2;0;33883
14:19;28.52414894;865.4345703;26.90892038;0.210418701;5.434570313;26993;10370;2355;1527;1046;471;430;315;228;142;142;89;59;23;4;1;44194
14:20;28.51992607;865.6915283;26.96616785;0.210784912;5.69152832;28722;12132;3838;2757;2148;1298;1210;979;779;534;534;328;256;120;6;0;55641
14:21;28.52184677;864.7921753;26.89134306;0.209991455;4.792175293;27823;11408;3152;2201;1649;991;931;785;628;417;417;260;196;80;4;1;50942
14:22;28.52721786;865.3060913;26.88364033;0.210235596;5.306091309;26359;10841;3431;2525;1993;1216;1157;963;775;539;539;323;239;95;8;0;51003
14:23;28.53322983;864.9206543;26.91158163;0.210449219;4.920654297;26616;10566;2814;1974;1445;741;681;512;380;258;258;169;135;71;6;1;46626
14:24;28.53821754;864.9206543;27.35776221;0.210449219;4.920654297;22787;8329;1788;1138;746;253;220;147;95;42;42;21;17;6;10;1;35641
14:25;28.53642654;865.3060913;26.92284994;0.210418701;5.306091309;24395;9166;1937;1160;754;262;226;131;73;28;28;13;8;2;20;2;38203
14:26;28.54691505;865.1776123;26.97292157;0.210510254;5.177612305;27812;11593;3759;2808;2243;1399;1308;1087;878;619;619;368;265;103;4;2;54865
14:27;28.53949738;865.0491333;26.89629421;0.210998535;5.049133301;28536;11570;3286;2256;1666;890;832;662;535;358;358;230;172;77;4;1;51432
14:28;28.54640388;865.6915283;26.79747553;0.21081543;5.69152832;29044;12696;3678;2536;1882;1016;946;756;586;400;400;250;186;77;1;0;54454
14:29;28.56315994;865.4345703;26.52575914;0.211090088;5.434570313;28441;11923;3316;2286;1683;875;823;640;482;289;289;178;130;62;1;0;51418
14:30;28.55906677;865.9484863;26.47434105;0.211090088;5.948486328;24905;10295;2323;1391;900;287;249;162;101;46;46;17;13;4;3;0;40742
14:31;28.57211304;865.4345703;26.85811045;0.211212158;5.434570313;28384;11859;3283;2243;1617;846;782;627;475;313;313;178;130;64;1;1;51115
14:32;28.57403183;864.9206543;26.83678456;0.211242676;4.920654297;28535;11898;3139;2056;1469;659;609;449;319;215;215;141;112;46;3;0;49865
14:33;28.59615898;865.4345703;26.84450056;0.211181641;5.434570313;25415;9813;2218;1346;867;282;235;163;94;42;42;17;11;2;2;0;40549
14:34;28.60242462;865.3060913;27.12915861;0.210876465;5.306091309;28098;11691;3368;2294;1676;873;822;644;509;356;356;224;182;79;6;0;51178
14:35;28.60613441;865.8200073;26.40682016;0.211364746;5.820007324;27946;11548;3293;2268;1723;904;847;683;531;366;366;221;154;77;11;1;50938
14:36;28.62493324;865.1776123;26.90374712;0.211578369;5.177612305;26389;10309;2787;1864;1354;617;567;448;322;193;193;117;88;46;2;2;45296
14:37;28.64590645;865.1776123;26.79686691;0.211364746;5.177612305;21796;8717;2003;1290;842;295;262;180;110;55;55;26;21;6;1;0;35659
14:38;28.66918182;865.4345703;26.78868035;0.211395264;5.434570313;27864;11816;3445;2367;1797;1002;927;747;595;416;416;247;182;92;7;0;51920
14:39;28.66189384;864.9206543;26.85141191;0.21105957;4.920654297;26620;11018;3059;2059;1514;783;722;571;443;294;294;188;141;83;4;0;47793
14:40;28.67608833;864.5352173;26.81172127;0.211334229;4.535217285;28573;12172;3400;2321;1728;924;854;661;494;313;313;181;127;56;3;0;52120
14:41;28.67941284;864.9206543;26.96661768;0.211334229;4.920654297;28488;12162;3569;2453;1866;1028;947;772;582;399;399;250;197;96;5;0;53213
14:42;28.67557526;865.5630493;26.6867578;0.211212158;5.563049316;25392;9955;2664;1797;1325;703;650;508;388;262;262;174;139;70;1;0;44290
14:43;28.68465614;865.5630493;26.66331292;0.211608887;5.563049316;27481;11409;3415;2455;1876;1011;935;757;588;404;404;237;177;75;0;0;51224
14:44;28.69616508;866.3339233;26.61901386;0.212127686;6.33392334;24949;9570;2537;1741;1268;668;632;533;417;272;272;168;125;44;2;0;43198
14:45;28.69309616;865.6915283;26.49311954;0.211547852;5.69152832;26213;11281;3802;2748;2187;1278;1213;1015;798;570;570;343;245;136;3;0;52402
14:46;28.69156075;865.4345703;26.73730464;0.211608887;5.434570313;27649;11212;2711;1646;1054;365;319;209;123;60;60;23;19;6;2;0;45458
14:47;28.69846725;865.6915283;26.21558798;0.211669922;5.69152832;27023;11067;3079;2069;1492;751;684;537;416;267;267;174;123;60;6;0;48015
14:48;28.70319748;866.2054443;26.3196039;0.211578369;6.205444336;24425;9982;2241;1358;876;278;249;149;84;41;41;18;12;3;0;0;39757
14:49;28.70703316;864.9206543;26.33653395;0.212249756;4.920654297;28897;11893;2940;1855;1298;567;509;368;264;165;165;103;83;29;2;0;49138
14:50;28.70895195;865.1776123;26.71205066;0.212005615;5.177612305;27758;10955;3079;2112;1513;717;655;510;370;244;244;132;96;42;1;0;48428
14:51;28.71189308;865.3060913;26.81157785;0.211914063;5.306091309;29522;12760;3777;2596;1895;1011;931;756;589;441;441;293;225;94;2;0;55333
14:52;28.72289276;865.8200073;26.28036588;0.212677002;5.820007324;23931;9721;2268;1385;935;309;268;185;103;55;55;29;25;4;3;0;39276
14:53;28.72800636;864.9206543;26.75504144;0.212249756;4.920654297;21005;8183;1846;1154;762;270;236;165;102;58;58;33;26;13;1;1;33912
14:54;28.72647285;865.0491333;26.29482537;0.21270752;5.049133301;23078;8307;2055;1357;962;442;403;304;228;136;136;69;54;25;2;0;37558
14:55;28.73337746;865.0491333;26.7855511;0.212738037;5.049133301;25790;10615;3283;2280;1746;983;913;725;544;375;375;247;189;93;18;0;48176
14:56;28.74846649;865.3060913;26.5581382;0.212097168;5.306091309;26595;11796;4124;3075;2460;1499;1420;1192;939;674;674;399;297;131;7;1;55282
14:57;28.75485802;864.6636963;26.80516429;0.212432861;4.663696289;24733;9694;2581;1791;1316;677;625;504;382;240;240;143;96;46;6;1;43074
14:58;28.7552433;865.4345703;26.84206073;0.212615967;5.434570313;25391;10816;3274;2278;1718;958;890;726;565;396;396;238;195;88;2;0;47931
14:59;28.76777267;864.9206543;26.81486681;0.212799072;4.920654297;21738;8202;1852;1162;761;249;207;133;79;39;39;18;14;2;9;0;34504
15:00;28.76138115;865.0491333;26.69886197;0.212554932;5.049133301;22425;8076;1810;1131;783;299;267;188;129;73;73;43;34;11;6;0;35348
15:01;28.76534271;865.4345703;26.27110854;0.212585449;5.434570313;18322;6984;1557;970;636;233;197;129;78;32;32;12;10;1;9;1;29202
15:02;28.77237701;865.1776123;26.55272139;0.212493896;5.177612305;23893;9243;2617;1821;1379;767;710;585;462;310;310;174;138;55;6;1;42470
15:03;28.78759193;865.8200073;26.61116607;0.212860107;5.820007324;23950;10083;3090;2237;1708;1017;955;794;635;461;461;299;205;90;14;0;45999
15:04;28.7828598;865.1776123;26.55401337;0.213134766;5.177612305;22495;8455;2082;1324;935;400;363;271;202;123;123;65;52;25;5;0;36920
15:05;28.78861618;864.9206543;26.82959405;0.213195801;4.920654297;21564;8048;1853;1150;781;278;246;158;89;38;38;20;19;10;7;0;34299
15:06;28.78861618;865.4345703;26.49880177;0.212738037;5.434570313;21616;7892;2030;1355;919;418;377;294;217;134;134;80;53;25;5;0;35549
15:07;28.79283333;865.4345703;26.11661423;0.213012695;5.434570313;23836;8951;2167;1371;911;381;343;228;151;98;98;60;56;21;5;1;38677
15:08;28.79398346;864.4067383;26.81042394;0.213226318;4.406738281;24785;10456;3398;2473;1903;1133;1060;880;706;481;481;285;208;107;2;0;48358
15:09;28.80498123;865.0491333;26.53741068;0.213531494;5.049133301;23941;9578;2954;2091;1625;951;887;718;565;406;406;261;191;86;7;0;44667
15:10;28.81367493;865.0491333;26.53494105;0.213378906;5.049133301;22899;8655;2351;1626;1207;651;614;461;337;222;222;150;119;44;5;0;39563
15:11;28.81891632;865.1776123;26.63392434;0.2137146;5.177612305;21622;8383;2291;1571;1173;599;555;441;329;209;209;112;79;33;12;1;37618
15:12;28.83502769;865.0491333;26.69398976;0.213531494;5.049133301;28200;12285;3133;1970;1293;482;429;291;186;110;110;75;55;23;12;0;48654
